UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,LATITUDE,LONGITUDE,WINNING PARTY, PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT,TOTAL BALLOT ISSUED,TOTAL UNRETURNED VOTES,TOTAL REJECTED VOTES,TOTAL VALID VOTES,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN CANDIDATE VOTE,BN CANDIDATE LOST DEPOSIT,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH CANDIDATE VOTE,PH CANDIDATE LOST DEPOSIT,GS,GS CANDIDATE,GS CANDIDATE SEX,GS CANDIDATE AGE,GS CANDIDATE VOTE,GS CANDIDATE LOST DEPOSIT,GSABAH (1),GSABAH (1) CANDIDATE,GSABAH (1) CANDIDATE SEX,GSABAH (1) CANDIDATE AGE,GSABAH (1) VOTE,GSABAH (1) CANDIDATE LOST DEPOSIT,GSABAH (2),GSABAH (2) CANDIDATE,GSABAH (2) CANDIDATE SEX,GSABAH (2) CANDIDATE AGE,GSABAH (2) VOTE,GSABAH (2) CANDIDATE LOST DEPOSIT,WARISAN,WARISAN CANDIDATE,WARISAN CANDIDATE SEX,WARISAN CANDIDATE AGE,WARISAN CANDIDATE VOTE,WARISAN CANDIDATE LOST DEPOSIT,OTHER PARTY 1,OTHER PARTY 1 CANDIDATE,OTHER PARTY 1 CANDIDATE SEX,OTHER PARTY 1 CANDIDATE AGE,OTHER PARTY 1 CANDIDATE VOTE,OTHER PARTY 1 CANDIDATE LOST DEPOSIT,OTHER PARTY 2,OTHER PARTY 2 CANDIDATE,OTHER PARTY 2 CANDIDATE SEX,OTHER PARTY 2 CANDIDATE AGE,OTHER PARTY 2 CANDIDATE VOTE,OTHER PARTY 2 CANDIDATE LOST DEPOSIT,INDEPENDENT 1,INDEPDENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 CANDIDATE VOTE,INDEPENDENT 1 CANDIDATE LOST DEPOSIT,INDEPENDENT 2,INDEPDENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 CANDIDATE VOTE,INDEPENDENT 2 CANDIDATE LOST DEPOSIT
P.109,Selangor,P.109,Kapar,3.1377492,101.3732079,PH - PKR,Pakatan Harapan (PH),,124983,16306,86.27,107829,239,1497,106093,MIC,MOHANA MUNIANDY,FEMALE,42,26412,,PKR,ABDULLAH SANI,MALE,56,47731,,PAS,DR. HJ. ABD RANI BIN OSMAN,MALE,60,31425,,,,,,,,,,,,,,,,,,,,PRM,MANIKAVASAGAM,MALE,53,525,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.110,Selangor,P.110,Klang,3.0448394,101.4447363,PH - DAP,Pakatan Harapan (PH),,149348,78773,86.06,128536,258,1204,127074,MCA,DATO' CHING EU BOON,MALE,51,19506,,DAP,CHARLES SANTIAGO,MALE,58,98279,,PAS,KHAIRUL SHAH KOTTAPPAN,MALE,56,9169,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,PUVANANDERAN A/L GANASAMOORTHY,MALE,,120,LOST DEPOSIT,,,,,,
P.111,Selangor,P.111,Kota Raja,3.0117686,101.5622842,PH - PAN,Pakatan Harapan (PH),,149021,71142,86.84,129412,320,966,128126,MIC,V. GUNALAN,MALE,45,17874,,PAN,MOHAMAD SABU,MALE,64,90697,,PAS,HJ. MOHAMED DIAH BAHARUN,MALE,43,19555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.112,Selangor,P.112,Kuala Langat,2.8365619,101.4961821,PH - PKR,Pakatan Harapan (PH),,102406,17112,87.34,89437,209,1131,88097,UMNO,SHAHRIL HAMDAN,MALE,33,26127,,PKR,DR XAVIER JAYAKUMAR,MALE,65,43239,,PAS,DATUK DR. YAHYA BABA,MALE,64,18731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.113,Selangor,P.113,Sepang,2.8008619,101.7094012,PH - PAN,Pakatan Harapan (PH),,104508,18705,88.11,92087,347,1083,90657,UMNO,DATO' HAJI MARSUM BIN PAING,MALE,63,28035,,PAN,MOHAMED HANIPA BIN MAIDIN,MALE,49,46740,,PAS,SABIRIN MARSONO,MALE,51,15882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.114,Wilayah Persekutuan Kuala Lumpur,P.114,Kepong,3.2026423,101.6372464,PH - DAP,Pakatan Harapan (PH),,72696,51628,85.03,61812,85,323,61404,GERAKAN,ONG SIANG LIANG,MALE,48,4888,LOST DEPOSIT,DAP,LIM LIP ENG,MALE,46,56516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.115,Wilayah Persekutuan Kuala Lumpur,P.115,Batu,3.2018234,101.6710223,INDEPENDENT,Independent,,76328,24438,83.32,63600,297,498,62805,GERAKAN,DR. DOMINIC LAU HOE CHAI,MALE,51,13687,,,,,,,,PAS,AZHAR YAHYA,MALE,43,10610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - ELEPHANT,DATUK V M PANJAMOTHY,MALE,62,383,LOST DEPOSIT,INDEPENDENT - KEY,PRABAKARAN,MALE,22,38125,
P.116,Wilayah Persekutuan Kuala Lumpur,P.116,Wangsa Maju,3.2057781,101.7318615,PH - PKR,Pakatan Harapan (PH),,88482,24238,84.21,74509,376,525,73608,MCA,YEW TEONG LOOK,MALE,62,17940,,PKR,DR. TAN YEE KEW,FEMALE,65,42178,,PAS,HAJI RAZALI BIN TUMIRIN,MALE,56,13490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.117,Wilayah Persekutuan Kuala Lumpur,P.117,Segambut,3.1864418,101.6641964,PH - DAP,Pakatan Harapan (PH),,77956,45702,83.72,65265,249,289,64727,myPPP,LOGA BALA MOHAN,MALE,52,7422,LOST DEPOSIT,DAP,HANNAH YEOH,FEMALE,39,53124,,PAS,SOLLEH RAZAK,MALE,,4181,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.118,Wilayah Persekutuan Kuala Lumpur,P.118,Setiawangsa,3.1757346,101.7359468,PH - PKR,Pakatan Harapan (PH),,72136,14372,85.79,61884,339,693,60852,UMNO,ZULHASNAN BIN RAFIQUE,MALE,64,20099,,PKR,NIK NAZMI BIN NIK AHMAD,MALE,36,34471,,PAS,USTAZ UBAID BIN HAJI ABD AKLA,MALE,,6282,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.119,Wilayah Persekutuan Kuala Lumpur,P.119,Titiwangsa,3.1734326,101.6952622,PH - PPBM,Pakatan Harapan (PH),,61598,4139,82.56,50858,149,323,50386,UMNO,DATUK SERI JOHARI GHANI,MALE,54,19701,,PPBM,RINA MOHD HARUN,FEMALE,45,23840,,PAS,HAJI MOHAMAD NOOR MOHAMAD,MALE,,6845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.120,Wilayah Persekutuan Kuala Lumpur,P.120,Bukit Bintang,3.1460953,101.7114762,PH - DAP,Pakatan Harapan (PH),,69526,37260,75.89,52765,103,254,52408,MCA,ANN TAN EAN EAN,FEMALE,46,7256,,DAP,FONG KUI LUN,MALE,72,44516,,,,,,,,,,,,,,,,,,,,,,,,,,PFP,KHAIRUL,MALE,42,636,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.121,Wilayah Persekutuan Kuala Lumpur,P.121,Lembah Pantai,3.101597,101.6688966,PH - PKR,Pakatan Harapan (PH),,80346,5598,83.46,67059,216,538,66305,UMNO,RAJA NONG CHIK,MALE,65,27715,,PKR,FAHMI FADZIL,MALE,37,33313,,PAS,FAUZI BIN ABU BAKAR,MALE,58,5277,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.122,Wilayah Persekutuan Kuala Lumpur,P.122,Seputeh,3.1136874,101.68142,PH - DAP,Pakatan Harapan (PH),,86256,56059,81.83,70583,160,294,70129,MCA,CHAN QUIN ER,FEMALE,31,7035,LOST DEPOSIT,DAP,TERESA KOK,FEMALE,54,63094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.123,Wilayah Persekutuan Kuala Lumpur,P.123,Cheras,3.0991919,101.7374229,PH - DAP,Pakatan Harapan (PH),,78819,49665,81.29,64074,122,275,63677,MCA,HENG SINN YEE,FEMALE,39,7006,LOST DEPOSIT,DAP,TAN KOK WAI,MALE,61,56671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.124,Wilayah Persekutuan Kuala Lumpur,P.124,Bandar Tun Razak,3.089635,101.7124347,PH - PKR,Pakatan Harapan (PH),,83650,19930,85.09,71180,530,444,70206,UMNO,ADNAN BIN SEMAN,MALE,42,21196,,PKR,DATO' KAMARUDIN JAFFAR,MALE,67,41126,,PAS,DR. ROSNI ADAM,FEMALE,48,7884,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.125,Wilayah Persekutuan Putrajaya,P.125,Putrajaya,2.9384381,101.69223,BN - UMNO,Barisan Nasional (BN),,27306,3372,91.12,24881,177,146,24558,UMNO,TENGKU ADNAN BIN TENGKU MANSOR,MALE,68,12148,,PPBM,SAMSU ADABI BIN MAMAT,MALE,49,8776,,PAS,HJ ZAINAL ABIDIN KIDAM,MALE,68,3634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.126,Negeri Sembilan,P.126,Jelebu,3.0366264,102.1179206,BN - UMNO,Barisan Nasional (BN),,48522,2045,81.89,39733,190,586,38957,UMNO,JALALUDDIN BIN ALIAS,MALE,55,19062,,PAN,IR MUSTAFAR KADIR,MALE,65,17017,,PAS,NORMAN IPIN,MALE,47,2878,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.127,Negeri Sembilan,P.127,Jempol,2.8502724,102.5081957,BN - UMNO,Barisan Nasional (BN),,72122,1631,81.14,58523,224,1025,57274,UMNO,DATO' HJ SALIM SHARIF,MALE,53,26819,,PPBM,KAMARULZAMAN KAMDIAS,MALE,,25188,,PAS,MUSTAFFA BIN DAHARUN,MALE,60,5267,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.128,Negeri Sembilan,P.128,Seremban,2.723099,101.9400601,PH - DAP,Pakatan Harapan (PH),,110168,30694,84.65,93254,384,1052,91818,MCA,AH CHONG @ CHONG SIN WOON,MALE,44,24809,,DAP,LOKE SIEW FOOK,MALE,41,55503,,PAS,HAJI SHARIFFUDDIN,MALE,56,11506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.129,Negeri Sembilan,P.129,Kuala Pilah,2.7430758,102.2154881,PH - PPBM,Pakatan Harapan (PH),,49801,200,82.64,41156,150,769,40237,UMNO,HASAN BIN MALEK,MALE,72,17845,,PPBM,EDDIN SYAZLEE SHITH,MALE,44,18045,,PAS,HAJI RAFIEI,MALE,65,4347,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.130,Negeri Sembilan,P.130,Rasah,2.7188285,101.9404831,PH - DAP,Pakatan Harapan (PH),,102838,46867,84.26,86655,303,1045,85307,MCA,NG KIAN NAM,MALE,39,14939,,DAP,CHA KEE CHIN,MALE,44,61806,,PAS,USTAZ KHAIRIL ANUAR WAFA,MALE,41,8260,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,PAP,DAVID DASS ASEERPATHAM,MALE,,302,LOST DEPOSIT,,,,,,,,,,,,,,,,,,
P.131,Negeri Sembilan,P.131,Rembau,2.5578923,102.1081637,BN - UMNO,Barisan Nasional (BN),,88365,4364,85.23,75315,406,1053,73856,UMNO,KHAIRY JAMALUDDIN,MALE,42,36096,,PKR,LT KOL ROSELI BIN ABDUL GANI (B),MALE,,31732,,PAS,MUSTAFA,MALE,66,6028,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.132,Negeri Sembilan,P.132,Port Dickson,2.5262491,101.8106156,PH - PKR,Pakatan Harapan (PH),,75212,17710,83.16,62548,266,948,61334,MIC,DATO VS MOGAN,MALE,50,18515,,PKR,DATO DANYAL,MALE,68,36225,,PAS,USTAZ MAHFUZ ROSLAN,MALE,34,6594,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.133,Negeri Sembilan,P.133,Tampin,2.4721537,102.2323504,PH - PAN,Pakatan Harapan (PH),,60765,1002,81.49,49515,199,850,48466,UMNO,SHAZIMAN BIN ABU MANSOR,MALE,54,21433,,PAN,DR HASAN BAHROM,MALE,62,22435,,PAS,MEJAR ABDUL HALIM BIN ABU BAKAR (BERSARA),MALE,52,4598,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.134,Melaka,P.134,Masjid Tanah,2.3522253,102.1089793,BN - UMNO,Barisan Nasional (BN),,51441,8159,83.77,43093,132,636,42325,UMNO,MAS ERMIEYATI,FEMALE,42,22898,,PPBM,DATUK DR. SABIRIN BIN JA'AFAR,MALE,54,14739,,PAS,USTAZ NASIR OTHMAN,MALE,42,4688,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.135,Melaka,P.135,Alor Gajah,2.3834528,102.2107805,PH - PPBM,Pakatan Harapan (PH),,70364,6980,83.85,59000,178,1007,57815,MCA,WONG NAI CHEE,MALE,49,22350,,PPBM,MOHD REDZUAN YUSOF (PAK WAN ),MALE,61,29330,,PAS,NAZREE ARIS,MALE,46,6135,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.136,Melaka,P.136,Tangga Batu,2.2601,102.1523,PH - PKR,Pakatan Harapan (PH),,83213,4659,84.67,70453,166,1145,69142,UMNO,DATUK ZALI MAT YASIN.,MALE,,27761,,PKR,PROF. MADYA RUSNAH,FEMALE,56,32420,,PAS,TUAN GURU UST ZULKIFLI ISMAIL,MALE,52,8961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.137,Melaka,P.137,Hang Tuah Jaya,2.2714538,102.3079538,PH - PKR,Pakatan Harapan (PH),,89364,8640,87.01,77758,266,909,76583,UMNO,TAN SRI HJ MOHD ALI BIN MOHD RUSTAM,MALE,69,30427,,PKR,SHAMSUL ISKANDAR HAJI MOHD AKIN,MALE,44,39067,,PAS,DR KHALID KASSIM,MALE,,7089,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.138,Melaka,P.138,Kota Melaka,2.1994594,102.2602305,PH - DAP,Pakatan Harapan (PH),,126848,49175,84.42,107085,377,1432,105276,MCA,ERIC CHOO WEI SERN,MALE,31,27343,,DAP,KHOO POAY TIONG,MALE,48,76518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - KEY,GOH LEONG SAN,MALE,,1415,LOST DEPOSIT,,,,,,
P.139,Melaka,P.139,Jasin,2.3058097,102.422339,BN - UMNO,Barisan Nasional (BN),,73432,219,85.67,62912,239,912,61761,UMNO,DATUK SERI HAJI AHMAD HAMZAH,MALE,70,26560,,PAN,KHAIRUDDIN ABU HASSAN,MALE,56,26341,,PAS,ABD. ALIM SHAPIE,MALE,60,8860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.140,Johor,P.140,Segamat,2.4922852,102.8450367,PH - PKR,Pakatan Harapan (PH),,55350,5476,83.41,46170,124,726,45320,MIC,DR. S. SUBRAMANIAM,MALE,65,18584,,PKR,DATO' SERI DR. SANTHARA,MALE,47,24060,,PAS,KHAIRUL FAIZI BIN AHMAD KAMIL,MALE,45,2676,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.141,Johor,P.141,Sekijang,2.527104,102.9392235,PH - PKR,Pakatan Harapan (PH),,45596,1281,84.50,38527,132,558,37837,UMNO,DATUK AYUB BIN RAHMAT,MALE,49,18278,,PKR,NATRAH ISMAIL,FEMALE,68,19559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.142,Johor,P.142,Labis,2.3834121,103.0199327,PH - DAP,Pakatan Harapan (PH),,40356,3410,82.13,33146,78,490,32578,MCA,CHUA TEE YONG,MALE,41,13567,,DAP,PANG HOK LIONG,MALE,61,16977,,PAS,DATUK SARCHU SAWAL,MALE,69,2034,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.143,Johor,P.143,Pagoh,2.1494751,102.7714544,PH - PPBM,Pakatan Harapan (PH),,51512,6927,84.77,43667,302,693,42672,UMNO,ISMAIL BIN MOHAMED,MALE,47,16631,,PPBM,TAN SRI MUHYIDDIN YASSIN,MALE,71,23558,,PAS,AHMAD NAWFAL BIN MAHFODZ,MALE,34,2483,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.144,Johor,P.144,Ledang,2.25,102.5833333,PH - PKR,Pakatan Harapan (PH),,77474,8666,86.10,66708,246,1048,65414,UMNO,DATUK IR. DR. HJ. HAMIM SAMURI,MALE,60,26040,,PKR,SYED IBRAHIM BIN SYED NOH,MALE,54,34706,,PAS,RUSMAN BIN KEMIN,MALE,,4668,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.145,Johor,P.145,Bakri,2.0424892,102.6539628,PH - DAP,Pakatan Harapan (PH),,73883,23211,84.77,62632,201,631,61800,MCA,KOH CHON CHAI,MALE,51,15507,,DAP,YEO BEE YIN,FEMALE,35,38718,,PAS,ZARUL BIN SALLEH,MALE,39,7575,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.146,Johor,P.146,Muar,2.0425046,102.5658852,PH - PPBM,Pakatan Harapan (PH),,50843,6953,84.31,42868,149,636,42083,UMNO,DATUK SERI RAZALI BIN IBRAHIM,MALE,48,15388,,PPBM,SYED SADDIQ,MALE,26,22341,,PAS,CIKGU HAJI ABDUL AZIZ BIN TALIB,MALE,60,4354,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.147,Johor,P.147,Parit Sulong,1.9759124,102.8830335,BN - UMNO,Barisan Nasional (BN),,59609,6341,85.19,50778,177,832,49769,UMNO,DATO' DR. NORAINI AHMAD,FEMALE,51,24481,,PAN,ANIS AFIDA,FEMALE,27,18140,,PAS,AHMAD ROSDI BIN BAHARI,MALE,43,7148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.148,Johor,P.148,Ayer Hitam,1.9181728,103.1795162,BN - MCA,Barisan Nasional (BN),,46157,303,85.52,39474,94,556,38824,MCA,WEE KA SIONG,MALE,50,17076,,DAP,LIEW CHIN TONG,MALE,41,16773,,PAS,HJ MARDI MARWAN,MALE,,4975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.149,Johor,P.149,Sri Gading,1.8541606,103.0304386,PH - PPBM,Pakatan Harapan (PH),,52119,3288,86.71,45193,276,635,44282,UMNO,DATUK AZIZ KAPRAWI,MALE,59,18223,,PPBM,DATUK DR SHAHRUDDIN SALLEH,MALE,62,21511,,PAS,LT KOL HJ M ASHARI SIDON,MALE,58,4548,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.150,Johor,P.150,Batu Pahat,1.933333,103,PH - PKR,Pakatan Harapan (PH),,98543,17894,84.81,83574,340,1097,82137,UMNO,HALIZA BINTI ABDULLAH,FEMALE,51,28035,,PKR,MOHD RASHID,MALE,58,45929,,PAS,DATO' DR MAHFODZ BIN MOHAMED,MALE,74,8173,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.151,Johor,P.151,Simpang Renggam,1.826736,103.308715,PH - PPBM,Pakatan Harapan (PH),,43998,3475,83.40,36695,94,779,35822,GERAKAN,LIANG TECK MENG,MALE,47,14682,,PPBM,DR.MASZLEE MALIK,MALE,44,18157,,PAS,HJ JUBRI,MALE,61,2983,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.152,Johor,P.152,Kluang,2.0323472,103.3190766,PH - DAP,Pakatan Harapan (PH),,96915,23053,84.45,81841,389,921,80531,MCA,GAN PING SIEU,MALE,52,24618,,DAP,WONG SHU QI,FEMALE,35,47671,,PAS,HASBULLAH NAJIB,MALE,30,8242,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.153,Johor,P.153,Sembrong,1.9677552,103.3801406,BN - UMNO,Barisan Nasional (BN),,44137,6662,83.30,36768,126,598,36044,UMNO,DATO' SERI HISHAMMUDDIN TUN HUSSEIN,MALE,57,21353,,PKR,ONN BIN ABU BAKAR,MALE,55,14691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.154,Johor,P.154,Mersing,2.4298532,103.835494,BN - UMNO,Barisan Nasional (BN),,48176,8459,79.51,38306,142,796,37368,UMNO,DR ABD LATIFF,MALE,60,19806,,PPBM,IR MD NASIR BIN HASHIM,MALE,,11347,,PAS,A. RAHMAN BIN A. HAMID,MALE,65,6215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.155,Johor,P.155,Tenggara,1.8637505,103.6219072,BN - UMNO,Barisan Nasional (BN),,44749,5933,84.51,37818,120,664,37034,UMNO,DATUK SERI DR. ADHAM BIN BABA,MALE,56,20142,,PPBM,NORJEPRI BIN MOHAMED JELANI,MALE,52,14209,,PAS,CIKGU YUHA,FEMALE,43,2683,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.156,Johor,P.156,Kota Tinggi,1.816667,103.966667,BN - UMNO,Barisan Nasional (BN),,46677,14621,84.45,39418,423,802,38193,UMNO,DATUK HALIMAH BINTI MOHAMED SADIQUE,FEMALE,56,26407,,PPBM,HJH AZLINDA LATIF,FEMALE,,11786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.157,Johor,P.157,Pengerang,1.3944226,104.2154903,BN - UMNO,Barisan Nasional (BN),,40479,11417,82.96,33580,782,557,32241,UMNO,AZALINA OTHMAN SAID,FEMALE,55,21829,,PPBM,NORLIZA NGADIRAN,FEMALE,,10412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.158,Johor,P.158,Tebrau,1.5354668,103.7572379,PH - PKR,Pakatan Harapan (PH),,123033,37225,85.68,105420,274,1203,103943,MCA,HOU KOK CHUNG,MALE,55,27310,,PKR,STEVEN CHOONG,MALE,61,64535,,PAS,USTAZ ABDULLAH HUSIN,MALE,57,12098,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.159,Johor,P.159,Pasir Gudang,1.4953437,103.9207048,PH - PKR,Pakatan Harapan (PH),,124172,24726,85.83,106576,225,1342,105009,UMNO,MOHAMED KHALED NORDIN,MALE,60,36889,,PKR,HASSAN BIN ABDUL KARIM,MALE,67,61615,,PAS,AB.AZIZ BIN ABDULLAH,MALE,49,6278,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - CAR,CHEE JOCK,MALE,69,227,LOST DEPOSIT,,,,,,
P.160,Johor,P.160,Johor Bahru,1.503555,103.7495586,PH - PKR,Pakatan Harapan (PH),,101409,19782,80.51,81645,267,1056,80322,UMNO,TAN SRI SHAHRIR ABDUL SAMAD,MALE,69,30270,,PKR,AKMAL NASIR,MALE,32,50052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.161,Johor,P.161,Pulai,1.5542,103.5948,PH - PAN,Pakatan Harapan (PH),,106268,28924,82.92,88116,257,966,86893,UMNO,DATUK NUR JAZLAN BIN MOHAMED,MALE,52,26523,,PAN,SALAHUDDIN AYUB,MALE,57,55447,,PAS,DR. MOHD MAZRI BIN YAHYA,MALE,,4332,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TELEPHONE,YAP KENG TAK,MALE,59,591,LOST DEPOSIT,,,,,,
P.162,Johor,P.162,Iskandar Puteri,1.4522711,103.6144729,PH - DAP,Pakatan Harapan (PH),,138299,44864,85.89,118779,204,1987,116588,MCA,JASON TEOH SEW HOCK,MALE,49,35862,,DAP,LIM KIT SIANG,MALE,77,80726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.163,Johor,P.163,Kulai,1.6666667,103.6,PH - DAP,Pakatan Harapan (PH),,99147,32748,86.42,85687,168,976,84543,MCA,TANG NAI SOON,MALE,49,22564,,DAP,TEO NIE CHING,FEMALE,37,55312,,PAS,USTAZ JUWAHIR BIN AMIN,MALE,,6667,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.164,Johor,P.164,Pontian,1.5,103.5,BN - UMNO,Barisan Nasional (BN),,55570,833,84.01,46683,219,738,45726,UMNO,DATUK SERI HAJI AHMAD HAJI MASLAN,MALE,52,21132,,PPBM,HAJI KARMAINE BIN SARDINI,MALE,65,20299,,PAS,DR BAHAROM MOHAMAD,MALE,,4295,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.165,Johor,P.165,Tanjung Piai,1.2679048,103.5086586,PH - PPBM,Pakatan Harapan (PH),,53528,524,85.67,45858,69,841,44948,MCA,WEE JECK SENG,MALE,54,20731,,PPBM,MD FARID,MALE,42,21255,,PAS,NORDIN BIN OTHMAN,MALE,,2962,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
